#{"t_start": 1755363211.7944462, "env_id": null}
r,l,t
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.373582
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,3.989642
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,4.619482
120.0,24,5.216546
120.0,24,5.216546
120.0,24,5.216546
120.0,24,5.216546
120.0,24,5.216546
120.0,24,5.216546
120.0,24,5.216546
113.0,27,5.28822
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.8374
120.0,24,5.926733
120.0,24,6.460268
120.0,24,6.460268
120.0,24,6.460268
120.0,24,6.460268
120.0,24,6.460268
113.0,27,6.526384
120.0,24,6.527055
113.0,27,6.527055
120.0,24,7.071192
120.0,24,7.071192
120.0,24,7.071192
120.0,24,7.071192
120.0,24,7.071192
120.0,24,7.141782
120.0,24,7.141782
120.0,24,7.14278
120.0,24,7.698156
120.0,24,7.698156
120.0,24,7.699153
120.0,24,7.699153
120.0,24,7.699153
120.0,24,7.766821
120.0,24,7.766821
120.0,24,7.767818
120.0,24,8.299991
120.0,24,8.299991
120.0,24,8.299991
120.0,24,8.299991
120.0,24,8.299991
120.0,24,8.369804
120.0,24,8.369804
120.0,24,8.369804
120.0,24,8.930619
120.0,24,8.930619
120.0,24,8.930619
120.0,24,8.930619
120.0,24,8.930619
120.0,24,9.009942
120.0,24,9.009942
120.0,24,9.009942
120.0,24,9.56255
120.0,24,9.56255
120.0,24,9.56255
120.0,24,9.563547
120.0,24,9.563547
120.0,24,9.638193
120.0,24,9.638193
120.0,24,9.63849
120.0,24,10.158598
120.0,24,10.158598
120.0,24,10.158598
120.0,24,10.158598
120.0,24,10.158598
120.0,24,10.232066
120.0,24,10.232066
120.0,24,10.233063
120.0,24,10.784893
120.0,24,10.784893
120.0,24,10.784893
120.0,24,10.784893
120.0,24,10.784893
120.0,24,10.853491
120.0,24,10.853491
113.0,27,10.93156
120.0,24,11.431857
120.0,24,11.431857
120.0,24,11.431857
120.0,24,11.431857
120.0,24,11.431857
120.0,24,11.509649
120.0,24,11.509649
120.0,24,11.583371
120.0,24,12.040514
120.0,24,12.040514
120.0,24,12.040514
120.0,24,12.040514
120.0,24,12.040514
120.0,24,12.114337
120.0,24,12.114337
120.0,24,12.188708
120.0,24,12.668191
120.0,24,12.668191
120.0,24,12.668191
120.0,24,12.668191
120.0,24,12.668191
120.0,24,12.742923
120.0,24,12.742923
120.0,24,12.816725
120.0,24,13.295147
120.0,24,13.295147
120.0,24,13.295147
120.0,24,13.295147
120.0,24,13.295147
120.0,24,13.376447
120.0,24,13.376447
120.0,24,13.452796
120.0,24,13.934193
120.0,24,13.934193
120.0,24,13.934193
120.0,24,13.934193
120.0,24,13.934193
120.0,24,14.006745
120.0,24,14.006771
120.0,24,14.086534
120.0,24,14.551806
120.0,24,14.551806
120.0,24,14.551806
120.0,24,14.551806
120.0,24,14.551806
120.0,24,14.631014
120.0,24,14.631014
120.0,24,14.711815
120.0,24,15.179433
120.0,24,15.179433
120.0,24,15.179433
120.0,24,15.179433
120.0,24,15.179433
120.0,24,15.250205
120.0,24,15.250205
120.0,24,15.330465
120.0,24,15.807437
120.0,24,15.807437
120.0,24,15.807437
120.0,24,15.807437
120.0,24,15.807437
120.0,24,15.882797
113.0,27,15.954604
120.0,24,15.954604
120.0,24,16.436681
120.0,24,16.436681
120.0,24,16.436681
120.0,24,16.436681
120.0,24,16.436681
120.0,24,16.527182
120.0,24,16.611815
120.0,24,16.611815
120.0,24,17.08643
120.0,24,17.08643
120.0,24,17.08643
120.0,24,17.08643
113.0,27,17.165704
120.0,24,17.165704
120.0,24,17.247762
120.0,24,17.248759
120.0,24,17.723416
120.0,24,17.723416
120.0,24,17.723416
120.0,24,17.723416
120.0,24,17.804671
120.0,24,17.804671
120.0,24,17.887112
120.0,24,17.887112
120.0,24,18.357856
120.0,24,18.357856
120.0,24,18.357856
120.0,24,18.357856
120.0,24,18.436067
120.0,24,18.436067
120.0,24,18.504511
120.0,24,18.504511
120.0,24,18.970312
120.0,24,18.970312
120.0,24,18.970312
120.0,24,18.971309
120.0,24,19.047768
120.0,24,19.047768
120.0,24,19.127852
120.0,24,19.127852
120.0,24,19.594768
120.0,24,19.594768
120.0,24,19.594768
120.0,24,19.594768
120.0,24,19.670521
120.0,24,19.670521
120.0,24,19.747669
120.0,24,19.747669
120.0,24,20.226889
120.0,24,20.226889
120.0,24,20.226889
120.0,24,20.226889
120.0,24,20.300009
120.0,24,20.300009
120.0,24,20.373812
120.0,24,20.373812
120.0,24,20.833745
120.0,24,20.834741
120.0,24,20.834741
120.0,24,20.834741
120.0,24,20.909452
120.0,24,20.909452
120.0,24,20.987037
120.0,24,20.988031
120.0,24,21.45967
120.0,24,21.460668
120.0,24,21.460668
120.0,24,21.460668
120.0,24,21.539237
120.0,24,21.539237
120.0,24,21.608305
120.0,24,21.608305
120.0,24,22.10359
120.0,24,22.10359
120.0,24,22.104587
120.0,24,22.104587
120.0,24,22.183523
120.0,24,22.18452
120.0,24,22.262362
120.0,24,22.262362
120.0,24,22.737787
120.0,24,22.737787
120.0,24,22.737787
120.0,24,22.737787
120.0,24,22.81159
120.0,24,22.81159
120.0,24,22.888543
120.0,24,22.888543
120.0,24,23.364477
120.0,24,23.364477
120.0,24,23.364477
120.0,24,23.364477
120.0,24,23.44135
120.0,24,23.44135
120.0,24,23.512611
120.0,24,23.512611
120.0,24,23.996018
120.0,24,23.996018
120.0,24,23.996018
120.0,24,23.996018
120.0,24,24.078796
120.0,24,24.078796
120.0,24,24.160348
120.0,24,24.160348
120.0,24,24.668693
120.0,24,24.668693
120.0,24,24.668693
120.0,24,24.748749
113.0,27,24.748749
120.0,24,24.748749
120.0,24,24.827563
120.0,24,24.82786
120.0,24,25.294691
120.0,24,25.294691
113.0,27,25.371924
120.0,24,25.371924
120.0,24,25.371924
120.0,24,25.371924
120.0,24,25.46059
120.0,24,25.46059
120.0,24,25.953904
120.0,24,25.953904
120.0,24,26.032201
120.0,24,26.032201
120.0,24,26.032201
120.0,24,26.032201
120.0,24,26.112694
120.0,24,26.112694
120.0,24,26.603614
120.0,24,26.603614
120.0,24,26.679083
120.0,24,26.679083
120.0,24,26.679083
120.0,24,26.679083
120.0,24,26.748809
120.0,24,26.748809
120.0,24,27.212728
120.0,24,27.212728
120.0,24,27.292519
120.0,24,27.292519
120.0,24,27.292519
120.0,24,27.292519
120.0,24,27.376354
120.0,24,27.376354
120.0,24,27.853715
120.0,24,27.853715
120.0,24,27.930993
120.0,24,27.930993
120.0,24,27.930993
120.0,24,27.930993
120.0,24,28.008785
120.0,24,28.008785
120.0,24,28.466212
120.0,24,28.466212
120.0,24,28.542284
120.0,24,28.542284
120.0,24,28.542284
120.0,24,28.542284
120.0,24,28.618662
120.0,24,28.618662
120.0,24,29.156992
120.0,24,29.156992
120.0,24,29.232309
120.0,24,29.232309
120.0,24,29.232309
120.0,24,29.232309
120.0,24,29.307495
120.0,24,29.307771
120.0,24,29.7677
120.0,24,29.7677
120.0,24,29.842748
120.0,24,29.842748
120.0,24,29.842748
120.0,24,29.842748
120.0,24,29.91875
120.0,24,29.91875
120.0,24,30.393375
