#{"t_start": 1754393428.9098995, "env_id": null}
r,l,t
3057.0,321,2982.515448
2175.0,1000,2982.595236
3034.0,438,2986.169005
3043.0,391,2987.972608
3046.0,377,2992.280395
3042.0,399,2993.533606
3042.0,396,3003.115992
2168.0,1000,3003.544575
2174.0,1000,3004.259678
2173.0,1000,3005.241179
3030.0,459,3006.007638
2171.0,1000,3009.72941
2178.0,1000,3013.260673
3040.0,408,3013.843858
2175.0,1000,3014.71404
3045.0,384,3015.275048
3027.0,471,3016.545678
3028.0,469,3018.242284
1052.0,106,3019.30943
3046.0,377,3022.966138
3039.0,413,3025.357851
3032.0,448,3025.381783
3041.0,403,3025.735837
3042.0,399,3028.699534
2164.0,1000,3029.679167
1700.0,165,3168.842633
2650.0,267,3170.608887
2171.0,1000,3170.720589
2914.0,1000,3181.007405
2146.0,1000,3184.715134
2914.0,1000,3187.131803
2146.0,1000,3187.161723
2832.0,1000,3187.455936
2752.0,1000,3195.475583
2999.0,614,3196.845431
2914.0,1000,3197.135655
2914.0,1000,3197.24237
