#{"t_start": 1756676061.3154116, "env_id": null}
r,l,t
182.0,141,15.649165
215.0,107,19.077001
-32.0,357,22.39912
408.0,927,40.702192
-46.0,1000,42.937219
485.0,1000,42.937219
156.0,1000,42.937219
169.0,1000,42.937219
285.0,1000,42.937219
173.0,79,43.638343
300.0,1000,51.404582
230.0,1000,54.937139
-1.0,516,60.017557
217.0,54,61.603318
163.0,1000,75.264798
399.0,1000,75.264798
139.0,1000,75.264798
313.0,1000,75.264798
177.0,1000,75.539065
