#{"t_start": 1754058684.0129619, "env_id": null}
r,l,t
584.80005,63,3.170024
1781.0187,1000,27.635671
1521.9772,1000,27.636668
1778.0186,1000,27.636668
1730.009,1000,27.636668
1730.009,1000,27.636668
1585.9796,1000,27.636668
1585.9772,1000,27.636668
1730.009,1000,29.499707
1585.9772,1000,54.22833
1585.9774,1000,54.22833
1730.009,1000,54.22833
1537.9772,1000,54.22833
1785.0203,1000,54.22833
1784.019,1000,54.22833
1585.9772,1000,54.22833
1779.019,1000,184.697326
584.80005,63,184.697326
1619.9974,180,187.875943
1653.5975,169,192.351513
2193.713,379,193.153369
1585.9803,1000,209.381282
1768.0164,1000,209.381282
1782.0197,1000,209.381282
1585.9794,1000,209.381282
1781.0194,1000,211.102132
1585.9794,1000,211.102132
2220.5056,304,217.453009
1768.0168,1000,218.67944
1782.0197,1000,219.488293
1505.7977,161,223.834176
2247.305,297,226.604033
1778.0188,1000,235.95528
1785.0203,1000,235.95528
1768.0168,1000,235.95528
2185.0132,380,236.676509
2328.0686,1000,237.658391
1777.0187,1000,237.659389
2067.5325,579,366.529395
1921.5247,819,366.635817
2252.7026,274,370.669126
1655.5975,169,371.028117
2258.9016,263,372.036532
2228.4067,314,372.436462
2246.9033,281,374.127054
2253.5027,274,377.899363
2115.5244,497,383.902048
2229.606,306,385.692835
2106.826,511,387.2441
1746.0123,1000,389.459839
1537.9772,1000,389.460837
1746.0123,1000,391.187675
1537.9772,1000,398.28603
1585.9779,1000,398.64507
2204.6106,354,399.021762
2486.8108,356,399.071532
2245.8057,303,399.32587
1967.6218,749,403.818265
2249.3032,280,405.652173
2257.4038,284,406.103543
2255.9016,263,406.238182
2241.603,276,406.315974
2244.0037,283,411.266278
1746.0123,1000,412.288503
2259.7014,261,412.636055
1762.0156,1000,413.826377
2235.0054,300,414.193414
1619.9974,180,415.924025
1619.9974,180,416.931561
2242.703,276,549.139188
1585.9799,1000,552.963127
1585.9801,1000,559.918082
1585.9796,1000,560.117516
1585.9803,1000,566.374274
1771.0156,1000,567.638593
1762.0156,1000,569.774311
1585.9772,1000,570.752907
1762.0156,1000,575.268764
2073.2324,577,575.375889
2223.7043,291,578.441182
1775.0156,1000,579.214463
1776.0175,1000,586.44081
1775.0168,1000,592.882205
1585.9803,1000,594.138036
2230.3062,310,594.657242
1765.0154,1000,596.35984
1768.0156,1000,729.301417
82.00496,1000,729.411632
2241.3025,272,731.043035
1780.0175,1000,732.499297
-65.99646,1000,733.276105
1585.9796,1000,746.716687
1585.9796,1000,748.019091
1766.0164,1000,748.549661
1783.0199,1000,756.099566
1776.0156,1000,756.213262
1762.0156,1000,757.788573
2212.0088,335,757.788573
1762.0156,1000,759.218782
1505.9816,1000,759.976628
216.2001,37,760.184074
2047.1301,615,764.608449
1768.0156,1000,773.671206
1779.0181,1000,782.495651
1585.9806,1000,782.601369
1505.9772,1000,912.64329
1776.0175,1000,912.64329
1505.9772,1000,914.887563
1777.0176,1000,915.098997
1652.5975,169,917.067559
1585.9794,1000,919.465447
2195.3088,337,923.873054
1608.7965,208,924.846359
1778.0178,1000,928.181243
1771.0164,1000,936.947602
1783.0188,1000,937.038336
1775.0182,1000,938.641779
1771.0164,1000,940.920806
1771.0156,1000,943.094755
1585.9794,1000,949.787224
1585.9794,1000,950.788055
1788.0199,1000,954.138543
1781.0175,1000,962.780724
1786.0175,1000,962.886441
1766.0156,1000,964.410312
1775.0168,1000,1093.878179
1771.0175,1000,1096.099385
1771.0175,1000,1103.059
1768.0154,1000,1104.062336
1779.019,1000,1107.431857
2201.9111,361,1113.531504
1762.0156,1000,1116.265295
1537.9772,1000,1116.374548
1585.9794,1000,1117.956284
1537.9772,1000,1120.181889
1762.0156,1000,1122.471267
1372.3981,144,1124.023025
1619.9974,180,1128.74667
1766.0164,1000,1129.302454
1537.9772,1000,1133.739329
1585.9794,1000,1139.925505
1585.9794,1000,1142.660441
1762.0156,1000,1142.778634
1762.0156,1000,1144.393141
