#{"t_start": 1756476309.545862, "env_id": null}
r,l,t
432.0,1000,24.862657
432.0,1000,24.862657
432.0,1000,24.862657
432.0,1000,24.862657
437.0,1000,24.862657
432.0,1000,24.862657
432.0,1000,24.876619
432.0,1000,24.876619
432.0,1000,52.523713
432.0,1000,52.523713
432.0,1000,52.523713
432.0,1000,52.523713
432.0,1000,52.523713
432.0,1000,52.523713
432.0,1000,52.523713
437.0,1000,52.523713
646.0,83,175.150317
646.0,83,177.156954
432.0,1000,197.244255
432.0,1000,197.244255
446.0,1000,197.244255
433.0,1000,197.244255
432.0,1000,197.244255
434.0,1000,197.244255
433.0,1000,197.244255
432.0,1000,223.066182
432.0,1000,243.815881
434.0,1000,243.815881
432.0,1000,243.815881
432.0,1000,243.815881
432.0,1000,243.815881
432.0,1000,243.847958
432.0,1000,243.847958
